model,1 = K12  Absorption rate constant,2 = V2  Central volume of distribution of sunitinib,3 = QH  Hepatic blood flow,4 = CLP  Clearance of sunitinib,5 = CLM  Clearance of SU12662,6 = V3  Central volume of distribution of SU12662,7 = Q34  Inter-compartmental clearance of SU12662,8 = V4  Peripheral volumes of distribution of SU12662,9 = FM  Fraction of sunitinib converted to SU12662,10 = Q25  Inter-compartmental clearance of Sunitinib,11 = V5  Peripheral volumes of distribution of Sunitinib,12 =  Prop. Error Suni,13 = Prop. Error Metab,1 IIV V2,"OMEGA(2,1)",2 IIV V3,"OMEGA(3,1)","OMEGA(3,2)",3 IIV CLP,"OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)",4 IIV FM,Proportional error sunitinib,Proportional error SU12662,ofv,minimization.successful,covariance_step_run,minimization_successful,covariance_step_successful,covariance_step_warnings,estimate_near_boundary,rounding_errors,zero_gradients,final_zero_gradients,hessian_reset,s_matrix_singular,significant_digits,CPU-time [s],subprob_est_time,subprob_cov_time
149,0.098218288,1997.256452,80,37.7116948,16.43959505,719.8792247,2.427652788,602.6023437,0.21,0.400014053,588,-0.366637,-0.281007,0.063166717,0.075257648,0.15686675,0,-0.0613107,0.086041526,0,0,-0.042057,0.095311908,1,1,-501.0771422,1,1,1,1,0,0,0,0,0,0,0,2.6,,132.05,165.23
150,0.105624196,1957.995762,80,32.6894267,18.26788466,432.8685435,2.830853634,673.8556996,0.21,0.419664763,588,-0.366637,-0.281007,0.045510969,0.048159145,0.15192893,0,-0.0613107,0.071853317,0,0,-0.042057,0.061872387,1,1,-501.0772609,1,1,1,1,0,0,0,0,0,0,0,2.7,,168.45,166.86
151,0.208713803,1057.762639,80,25.50453439,9.599205431,531.2858577,2.414913326,574.1706034,0.21,0.316644795,588,-0.366637,-0.281007,0.058635297,0.072306582,0.168487527,0,-0.0613107,0.069258835,0,0,-0.042057,0.104726773,1,1,-501.0766186,1,1,1,1,0,0,0,1,0,1,0,2.1,,245.86,164.76
152,0.184017678,2076.869543,80,21.03112112,18.0472339,717.788572,2.267001038,625.2085622,0.21,0.37665741,588,-0.366637,-0.281007,0.061789191,0.042733945,0.223602949,0,-0.0613107,0.10136542,0,0,-0.042057,0.063039755,1,1,-501.0771474,1,1,1,1,0,0,0,0,0,0,0,2.5,,171.59,158.02
153,0.123303159,1839.072683,80,36.31863023,14.21030508,451.0338076,3.324681378,471.705954,0.21,0.368119545,588,-0.366637,-0.281007,0.062782935,0.032460323,0.100284676,0,-0.0613107,0.078997806,0,0,-0.042057,0.076857275,1,1,-501.076725,1,1,1,1,0,0,0,0,0,0,0,2.1,,140.81,158.75
154,0.120891642,2509.544263,80,30.78437544,15.23093445,1384.752756,2.850196809,818.375538,0.21,0.433293567,588,-0.366637,-0.281007,0.060162414,0.052852617,0.158335754,0,-0.0613107,0.10595005,0,0,-0.042057,0.109753763,1,1,-501.0772519,1,1,1,1,0,0,0,0,0,0,0,2.5,,164.21,165.02
155,0.126493443,1738.082365,80,47.47826217,16.94683065,348.5343569,1.979464676,516.0377729,0.21,0.327449894,588,-0.366637,-0.281007,0.085479393,0.042231972,0.156945322,0,-0.0613107,0.093732337,0,0,-0.042057,0.093406032,1,1,-501.0769337,1,1,1,1,0,0,0,0,0,0,0,2.2,,145.03,171.82
156,0.105524822,1075.913944,80,42.80868446,14.43569859,1021.365653,2.38897291,492.4952169,0.21,0.41771061,588,-0.366637,-0.281007,0.063091253,0.036583123,0.185650735,0,-0.0613107,0.075335892,0,0,-0.042057,0.131808899,1,1,-501.0772432,1,1,1,1,0,0,0,0,0,0,0,2,,179.41,156.48
157,0.083931204,1965.777089,80,44.97075608,12.10186272,664.2200906,2.734364792,540.6288311,0.21,0.479860117,588,-0.366637,-0.281007,0.056363663,0.048114519,0.184926738,0,-0.0613107,0.087254638,0,0,-0.042057,0.099811268,1,1,-501.0770872,1,1,1,1,0,0,0,0,0,0,0,2.2,,156.77,153.55
158,0.214576219,1978.194997,80,26.24739309,15.35873274,599.157972,3.014945688,481.634158,0.21,0.322836856,588,-0.366637,-0.281007,0.061234394,0.041716417,0.211385785,0,-0.0613107,0.070742225,0,0,-0.042057,0.08888153,1,1,-501.0771933,1,1,1,1,0,0,0,0,0,0,0,2.1,,174.91,161.64
159,0.147033844,1625.707811,80,27.83153114,14.53139352,519.7237054,2.475166046,392.2360042,0.21,0.302493418,588,-0.366637,-0.281007,0.049916999,0.045454616,0.162697066,0,-0.0613107,0.080665185,0,0,-0.042057,0.106227197,1,1,-501.0769143,1,1,1,1,0,0,0,0,0,0,0,2.2,,136.41,155.69
160,0.096948462,2147.149004,80,29.95709325,14.02647406,313.8961825,2.361937508,693.3327976,0.21,0.4946572,588,-0.366637,-0.281007,0.056444283,0.039606775,0.124502427,0,-0.0613107,0.069358188,0,0,-0.042057,0.119205307,1,1,-501.076546,1,1,1,1,0,0,0,0,0,0,0,2.3,,137.59,167.38
161,0.104288333,1599.944756,80,37.18405401,19.56449447,649.1563247,2.331206581,555.9734754,0.21,0.378741005,588,-0.366637,-0.281007,0.062120336,0.048796588,0.218044005,0,-0.0613107,0.058270932,0,0,-0.042057,0.117525271,1,1,-501.0767939,1,1,1,1,0,0,0,0,0,0,0,2,,134.42,152.73
162,0.137776543,1915.966581,80,25.26202753,16.93157766,843.540019,3.018122673,624.6081689,0.21,0.404012143,588,-0.366637,-0.281007,0.061908197,0.073686021,0.17614022,0,-0.0613107,0.080581616,0,0,-0.042057,0.122303825,1,1,-501.076233,1,1,1,1,0,0,0,0,0,0,0,2.2,,145.15,158.28
163,0.095217189,2137.98851,80,40.85250782,14.53310002,484.1688581,2.788116054,736.8478404,0.21,0.355335716,588,-0.366637,-0.281007,0.081474142,0.049849971,0.140200193,0,-0.0613107,0.079748698,0,0,-0.042057,0.106734206,1,1,-501.0772531,1,1,1,1,0,0,0,0,0,0,0,2.5,,144.18,159.02
164,0.245216252,1764.478267,80,44.37508036,18.3575842,671.3262492,2.04810012,335.9561458,0.21,0.298286718,588,-0.366637,-0.281007,0.054608654,0.061097167,0.157757907,0,-0.0613107,0.101013173,0,0,-0.042057,0.142050127,1,1,-501.0737147,1,1,1,1,0,0,0,0,0,0,0,2.1,,140.47,165.41
165,0.150183769,2051.728684,80,28.37835259,27.38719048,448.957499,3.013037576,413.4445063,0.21,0.302063843,588,-0.366637,-0.281007,0.061570422,0.048063157,0.1834673,0,-0.0613107,0.163895228,0,0,-0.042057,0.099775648,1,1,-501.0772356,1,1,1,1,0,0,0,0,0,0,0,2.7,,292.4,153.32
166,0.135325437,2238.473559,80,31.99000126,20.9618312,1243.221696,1.945002758,650.5160774,0.21,0.471064007,588,-0.366637,-0.281007,0.07398763,0.037049856,0.225929341,0,-0.0613107,0.094983449,0,0,-0.042057,0.091375342,1,1,-501.07727,1,1,1,1,0,0,0,0,0,0,0,2.8,,164.27,157.47
167,0.151525864,1261.455093,80,20.74613297,13.02852942,848.1901167,2.427719815,551.5916819,0.21,0.274361629,588,-0.366637,-0.281007,0.081029885,0.049647505,0.15590272,0,-0.0613107,0.059306429,0,0,-0.042057,0.112013176,1,1,-501.0771223,1,1,1,1,0,0,0,0,0,0,0,2.1,,165.57,162.17
168,0.123042597,2101.669171,80,25.45544944,19.19639229,667.8927281,2.457309543,457.0955339,0.21,0.32053367,588,-0.366637,-0.281007,0.065428084,0.053079305,0.204633409,0,-0.0613107,0.105757666,0,0,-0.042057,0.116514857,1,1,-501.0771103,1,1,1,1,0,0,0,0,0,0,0,2.1,,162.55,161.55
169,0.116630032,1623.788519,80,40.10243192,19.16483547,1016.618783,1.896489902,652.3173841,0.21,0.313968735,588,-0.366637,-0.281007,0.065125224,0.063714505,0.185969753,0,-0.0613107,0.076706558,0,0,-0.042057,0.123290552,1,1,-501.0771611,1,1,1,1,0,0,0,0,0,0,0,2.6,,132.3,161.88
170,0.175710827,2920.31633,80,20.6187857,15.855909,596.6374882,2.878467217,540.7977181,0.21,0.326310012,588,-0.366637,-0.281007,0.055830867,0.041214271,0.196859005,0,-0.0613107,0.078132482,0,0,-0.042057,0.157850565,1,1,-501.0766793,1,1,1,1,0,0,0,0,0,0,0,2.1,,217.38,153.44
171,0.121934203,1705.227505,80,27.76092858,24.7873492,1122.663785,4.270716549,496.2009663,0.21,0.314576616,588,-0.366637,-0.281007,0.075733142,0.045008148,0.224528762,0,-0.0613107,0.074012951,0,0,-0.042057,0.157430404,1,1,-501.0772381,1,1,1,1,0,0,0,0,0,0,0,2.5,,176.04,156.38
172,0.129153117,1399.067549,80,43.28813899,15.04614435,793.1281571,1.739674568,448.1697437,0.21,0.382840783,588,-0.366637,-0.281007,0.074969223,0.033535889,0.212081754,0,-0.0613107,0.069228688,0,0,-0.042057,0.131536421,1,1,-501.0771931,1,1,1,1,0,0,0,0,0,0,0,2.3,,147.23,160.1
173,0.123901534,1861.751368,80,52.15762546,9.577931805,696.1138615,2.323813882,494.2245644,0.21,0.282298293,588,-0.366637,-0.281007,0.062034581,0.056258976,0.176582249,0,-0.0613107,0.059012215,0,0,-0.042057,0.127695326,1,1,-501.0772333,1,1,1,1,0,0,0,0,0,0,0,2.9,,222.61,166.54
174,0.223047576,2205.915072,80,31.11603912,17.70253335,661.2779189,2.409385224,398.8822526,0.21,0.36439394,588,-0.366637,-0.281007,0.105533299,0.048840193,0.150417988,0,-0.0613107,0.13179123,0,0,-0.042057,0.098792623,1,1,-501.0772195,1,1,1,1,0,0,0,0,0,0,0,2.3,,139.38,161.55
175,0.11974297,3222.893852,80,36.12554687,16.06115583,730.5915681,2.334618404,324.2816407,0.21,0.29025116,588,-0.366637,-0.281007,0.058218213,0.052935033,0.122937385,0,-0.0613107,0.079885819,0,0,-0.042057,0.10875392,1,1,-501.0771741,1,1,1,1,0,0,0,0,0,2,0,2.4,,233.79,163.3
176,0.106727172,2466.541104,80,29.11452427,13.23258293,484.342665,2.909309649,700.8432911,0.21,0.409936396,588,-0.366637,-0.281007,0.063851053,0.029072564,0.139938374,0,-0.0613107,0.086386089,0,0,-0.042057,0.15958432,1,1,-501.077034,1,1,1,1,0,0,0,0,0,0,0,2.1,,149.48,156.78
177,0.153227932,2692.074254,80,42.85126012,16.64529175,597.1899,2.316484707,529.462196,0.21,0.628502263,588,-0.366637,-0.281007,0.061035347,0.061398621,0.162787332,0,-0.0613107,0.071301523,0,0,-0.042057,0.101840452,1,1,-501.0771345,1,1,1,1,0,0,0,0,0,0,0,2.4,,143.55,156.9
178,0.097279828,2232.935111,80,20.60911527,17.25974602,895.0738639,2.271778871,558.5304882,0.21,0.566356728,588,-0.366637,-0.281007,0.0683516,0.061736242,0.215070821,0,-0.0613107,0.077742714,0,0,-0.042057,0.117495837,1,1,-501.0769326,1,1,1,1,0,0,0,0,0,0,0,2.1,,158.62,163.24
179,0.106159428,2349.327726,80,39.73740342,19.56223919,529.1249952,1.811412296,440.4272226,0.21,0.300008685,588,-0.366637,-0.281007,0.067204023,0.055867075,0.179231549,0,-0.0613107,0.173095334,0,0,-0.042057,0.118325898,1,1,-501.0771886,1,1,1,1,0,0,0,0,0,0,0,2,,133.48,170.52
180,0.091109106,2206.937486,80,28.95721992,17.12988195,272.8429565,3.712453167,601.3759657,0.21,0.327565059,588,-0.366637,-0.281007,0.042304143,0.03535296,0.140283318,0,-0.0613107,0.066128269,0,0,-0.042057,0.112769635,1,1,-501.0772306,1,1,1,1,0,0,0,0,0,0,0,2.6,,164.15,151.49
181,0.125041424,1662.127566,80,25.00225009,15.59657763,796.3931967,1.848822051,461.4657136,0.21,0.33953392,588,-0.366637,-0.281007,0.06036456,0.065118433,0.123669146,0,-0.0613107,0.112983231,0,0,-0.042057,0.119465297,1,1,-501.0771159,1,1,1,1,0,0,0,0,0,0,0,2.2,,163.91,157.22
182,0.148778542,2246.790087,80,26.87186884,16.47262707,719.6929189,2.807684781,462.4960948,0.21,0.42984238,588,-0.366637,-0.281007,0.09191583,0.05351086,0.152689351,0,-0.0613107,0.098106195,0,0,-0.042057,0.09206002,1,1,-501.0772686,1,1,1,1,0,0,0,0,0,0,0,2.5,,157.86,163.72
183,0.093923221,1900.594926,80,34.10232995,14.45381174,798.5911805,3.610638205,613.0262834,0.21,0.4090825,588,-0.366637,-0.281007,0.083665902,0.055105857,0.144665797,0,-0.0613107,0.08312194,0,0,-0.042057,0.135550555,1,1,-501.0771402,1,1,1,1,0,0,0,0,0,0,0,2.2,,123.3,156.75
184,0.132277852,2100.654338,80,39.91919477,17.57025648,397.9023674,3.484787445,580.1164189,0.21,0.30023505,588,-0.366637,-0.281007,0.073014207,0.048662985,0.196842422,0,-0.0613107,0.084109559,0,0,-0.042057,0.109996298,1,1,-501.0772112,1,1,1,1,0,0,0,0,0,0,0,2.2,,124.38,168.95
185,0.164687064,1631.037707,80,26.85012443,12.45334251,851.9958825,2.140635461,570.6101387,0.21,0.348626955,588,-0.366637,-0.281007,0.054017261,0.048678653,0.171482238,0,-0.0613107,0.075181451,0,0,-0.042057,0.106033278,1,1,-501.0772222,1,1,1,1,0,0,0,0,0,0,0,2.4,,195.5,155.66
186,0.110418991,2310.239559,80,29.91543144,15.2552858,503.7171821,2.554660344,576.5632852,0.21,0.392400759,588,-0.366637,-0.281007,0.047526481,0.046980532,0.200455582,0,-0.0613107,0.086460164,0,0,-0.042057,0.122759074,1,1,-501.0771983,1,1,1,1,0,0,0,0,0,0,0,2.2,,223.69,164.13
187,0.134130952,1959.108624,80,29.383156,19.63520349,410.4092356,3.142095421,585.9994236,0.21,0.333873676,588,-0.366637,-0.281007,0.050126454,0.040912417,0.193376228,0,-0.0613107,0.099835814,0,0,-0.042057,0.110706399,1,1,-501.077202,1,1,1,1,0,0,0,0,0,0,0,2.1,,156.17,152.86
188,0.139285034,1756.463393,80,23.60181824,18.49546713,534.4122514,3.455985212,579.5714879,0.21,0.3185768,588,-0.366637,-0.281007,0.057357497,0.045959436,0.187374478,0,-0.0613107,0.092245025,0,0,-0.042057,0.138817037,1,1,-501.0771959,1,1,1,1,0,0,0,0,0,0,0,2.7,,193.34,168.38
189,0.122875257,1216.16863,80,46.95087989,18.48234454,373.5612526,2.21822211,440.0202212,0.21,0.308706674,588,-0.366637,-0.281007,0.076192224,0.031446873,0.16231023,0,-0.0613107,0.16243833,0,0,-0.042057,0.096539438,1,1,-501.0771709,1,1,1,1,0,0,0,0,0,0,0,2.2,,147.65,160.93
190,0.138765843,1693.925966,80,45.06444904,16.06814596,532.8576069,2.488183605,671.3192511,0.21,0.401048328,588,-0.366637,-0.281007,0.068596037,0.060360895,0.192585014,0,-0.0613107,0.108065174,0,0,-0.042057,0.161765928,1,1,-501.0772534,1,1,1,1,0,0,0,0,0,0,0,2.2,,147.12,153.91
191,0.137427155,1743.551616,80,23.95265105,20.60421097,908.9020286,3.128839235,733.3297723,0.21,0.508778372,588,-0.366637,-0.281007,0.052809047,0.039872414,0.187758175,0,-0.0613107,0.073099785,0,0,-0.042057,0.098253034,1,1,-501.0768325,1,1,1,1,0,0,0,0,0,0,0,2.3,,183.21,154.73
192,0.102944415,2212.625088,80,36.02290157,14.19491313,277.3684531,3.647393801,393.5093307,0.21,0.381766491,588,-0.366637,-0.281007,0.059407727,0.051429814,0.245625525,0,-0.0613107,0.095309172,0,0,-0.042057,0.097436968,1,1,-501.0767236,1,1,1,1,0,0,0,0,0,1,0,2,,171.83,160.18
193,0.126271741,2729.617664,80,44.08011096,23.90133509,726.1264919,2.401530687,412.8784772,0.21,0.380807044,588,-0.366637,-0.281007,0.074648753,0.070291189,0.16481617,0,-0.0613107,0.092569857,0,0,-0.042057,0.129160945,1,1,-501.0772928,1,1,1,1,0,0,0,0,0,0,0,2.7,,158.51,168.8
194,0.119383012,1165.337182,80,19.81070869,14.64168595,527.3220436,3.095126075,459.5169152,0.21,0.464252031,588,-0.366637,-0.281007,0.052230688,0.054424126,0.143856979,0,-0.0613107,0.135874435,0,0,-0.042057,0.091887655,1,1,-501.0768392,1,1,1,1,0,0,0,0,0,0,0,2.3,,161.63,168.59
195,0.164210149,1671.042557,80,33.05674954,13.56796123,725.0083251,2.686838729,588.2567455,0.21,0.41075747,588,-0.366637,-0.281007,0.078851558,0.044763495,0.194489184,0,-0.0613107,0.103878181,0,0,-0.042057,0.109514647,1,1,-501.0772542,1,1,1,1,0,0,0,0,0,0,0,2.4,,167.13,154.45
196,0.166259627,2245.201471,80,26.04507215,15.05023683,716.8184685,2.789938742,485.7363939,0.21,0.37089682,588,-0.366637,-0.281007,0.055270712,0.044818234,0.190720159,0,-0.0613107,0.057728776,0,0,-0.042057,0.102105312,1,1,-501.0772513,1,1,1,1,0,0,0,0,0,0,0,2.8,,189.74,160.98
197,0.175226554,1704.650516,80,31.57538936,20.1067764,669.7878002,2.203637962,785.6603462,0.21,0.320406548,588,-0.366637,-0.281007,0.073085426,0.041837486,0.132138464,0,-0.0613107,0.073536773,0,0,-0.042057,0.118868423,1,1,-501.0769969,1,1,1,1,0,0,0,0,0,0,0,2.4,,122.41,157.08
198,0.161952955,2179.386709,80,24.97651467,20.09354105,767.409025,2.652301372,569.541047,0.21,0.365558741,588,-0.366637,-0.281007,0.062239881,0.049528173,0.171320371,0,-0.0613107,0.085730339,0,0,-0.042057,0.110246605,1,1,-501.0771365,1,1,1,1,0,0,0,0,0,0,0,2.5,,173.86,164.52
199,0.158127232,2252.487937,80,28.74417542,9.32011817,1064.346977,2.587029739,529.6046398,0.21,0.374097917,588,-0.366637,-0.281007,0.067606554,0.048808932,0.146833499,0,-0.0613107,0.074473841,0,0,-0.042057,0.134823686,1,1,-501.0772674,1,1,1,1,0,0,0,0,0,0,0,2.5,,210.41,169.51
200,0.141452912,1936.376511,80,17.09329033,11.45013696,491.6454762,2.308971274,563.6854731,0.21,0.448593518,588,-0.366637,-0.281007,0.069887418,0.050266464,0.143649928,0,-0.0613107,0.07177635,0,0,-0.042057,0.087099584,1,1,-501.0767872,1,1,1,1,0,0,0,0,0,0,0,2.2,,187.81,151.8
201,0.162420645,2288.058761,80,19.09401119,10.37410129,562.9408878,3.180062466,698.8991304,0.21,0.335918152,588,-0.366637,-0.281007,0.067085591,0.052610927,0.219386457,0,-0.0613107,0.074909624,0,0,-0.042057,0.108148789,1,1,-501.0771427,1,1,1,1,0,0,0,0,0,2,0,2.4,,259.23,160.98
202,0.125623293,1382.179488,80,58.88557464,17.98368462,939.3925068,1.837731182,376.5817004,0.21,0.235747444,588,-0.366637,-0.281007,0.05324203,0.040185679,0.152767558,0,-0.0613107,0.069575718,0,0,-0.042057,0.083905435,1,1,-501.0768229,1,1,1,1,0,0,0,0,0,2,0,2.4,,248.21,163.96
203,0.139028515,1544.268207,80,39.9709654,18.49255958,646.8119868,2.524908252,574.5055081,0.21,0.516006694,588,-0.366637,-0.281007,0.053988786,0.044530804,0.194007031,0,-0.0613107,0.101594665,0,0,-0.042057,0.15835319,1,1,-501.0772684,1,1,1,1,0,0,0,0,0,0,0,2.4,,133.95,158.18
204,0.132312991,1479.209133,80,33.73749194,11.66363846,873.9786106,2.157481532,553.6173395,0.21,0.281721253,588,-0.366637,-0.281007,0.040340286,0.036215143,0.132779178,0,-0.0613107,0.082895947,0,0,-0.042057,0.11876058,1,1,-501.0769717,1,1,1,1,0,0,0,0,0,1,0,2.3,,197.18,163.48
205,0.121415327,1757.883763,80,38.53042243,18.91116911,465.8952173,2.632812644,424.7360997,0.21,0.395404176,588,-0.366637,-0.281007,0.07221424,0.041988626,0.154109622,0,-0.0613107,0.073159486,0,0,-0.042057,0.110903076,1,1,-501.0770581,1,1,1,1,0,0,0,0,0,0,0,2.3,,153.48,157.2
206,0.169521193,1470.866586,80,46.60881859,15.83994684,1104.714299,2.341047338,609.9713056,0.21,0.461017425,588,-0.366637,-0.281007,0.060617776,0.04018168,0.153266941,0,-0.0613107,0.114806379,0,0,-0.042057,0.119702232,1,1,-501.0772174,1,1,1,1,0,0,0,0,0,0,0,2.2,,149.01,157.74
207,0.088516325,1645.341255,80,23.36852102,16.12875532,830.1933478,2.477041367,586.2930355,0.21,0.310786295,588,-0.366637,-0.281007,0.054814464,0.049426858,0.254345071,0,-0.0613107,0.09150096,0,0,-0.042057,0.138444131,1,1,-501.0771924,1,1,1,1,0,0,0,0,0,0,0,2,,141.39,160.49
208,0.0919559,1901.856235,80,41.38339012,13.50648024,572.8913901,2.276341413,828.6320371,0.21,0.328282728,588,-0.366637,-0.281007,0.054135332,0.061148938,0.141563518,0,-0.0613107,0.088739798,0,0,-0.042057,0.12732335,1,1,-501.0771445,1,1,1,1,0,0,0,0,0,0,0,2.6,,134.3,163.57
209,0.167556599,2550.656032,80,31.50722994,10.22885368,814.9508382,2.63216331,588.7926788,0.21,0.403675459,588,-0.366637,-0.281007,0.035859386,0.055362579,0.153173023,0,-0.0613107,0.09408554,0,0,-0.042057,0.118696343,1,1,-501.0772527,1,1,1,1,0,0,0,0,0,0,0,2.6,,252.45,162.94
210,0.177123865,1016.157717,80,20.07383187,15.50973959,446.6477885,2.411669063,804.4818273,0.21,0.42256524,588,-0.366637,-0.281007,0.06112752,0.041837148,0.14151986,0,-0.0613107,0.104754365,0,0,-0.042057,0.127237981,1,1,-501.0772836,1,1,1,1,0,0,0,0,0,0,0,3,,199.98,161.98
211,0.109221394,2484.27132,80,22.50967137,18.08371853,597.8255019,2.501040297,302.7693222,0.21,0.471095477,588,-0.366637,-0.281007,0.054073592,0.041833185,0.190634236,0,-0.0613107,0.104148046,0,0,-0.042057,0.099828768,1,1,-501.0764909,0,1,0,0,0,0,1,0,0,2,0,1.8,,252.33,0
212,0.165149289,1255.113251,80,29.3183831,15.07402116,513.0387073,2.244058449,440.2794476,0.21,0.428560219,588,-0.366637,-0.281007,0.06232988,0.042727337,0.182027545,0,-0.0613107,0.071139143,0,0,-0.042057,0.129765682,1,1,-501.0772512,1,1,1,1,0,0,0,0,0,0,0,2.8,,150.05,163.81
213,0.182878644,1459.979325,80,25.64231225,21.41789249,877.1582244,3.280380734,591.512997,0.21,0.403426736,588,-0.366637,-0.281007,0.05388475,0.088358631,0.109710538,0,-0.0613107,0.09340855,0,0,-0.042057,0.119125434,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
214,0.114435005,1689.191638,80,37.07124562,18.89499477,568.7426266,2.212706923,483.0808819,0.21,0.289113821,588,-0.366637,-0.281007,0.045721639,0.065103633,0.201875357,0,-0.0613107,0.073391639,0,0,-0.042057,0.104542968,1,1,-501.0771206,1,1,1,1,0,0,0,0,0,0,0,2.8,,121.42,162.37
215,0.111440922,1722.232887,80,29.59909794,11.21632176,562.4230733,1.888757949,791.7315271,0.21,0.413329185,588,-0.366637,-0.281007,0.069942051,0.042397352,0.195100284,0,-0.0613107,0.107586689,0,0,-0.042057,0.105470366,1,1,-501.0771259,1,1,1,1,0,0,0,0,0,0,0,2.1,,166.5,154.88
216,0.113980153,2653.162934,80,29.70466287,14.85593919,501.1414569,2.745637832,454.7675282,0.21,0.264589397,588,-0.366637,-0.281007,0.051467315,0.044010163,0.14088544,0,-0.0613107,0.082546899,0,0,-0.042057,0.105524912,1,1,-501.0771778,1,1,1,1,0,0,0,0,0,0,0,2.3,,153.4,155.89
217,0.109500268,1938.3468,80,25.48169955,20.9832993,827.936867,2.640222759,552.0833559,0.21,0.356944162,588,-0.366637,-0.281007,0.070899194,0.042954128,0.147354392,0,-0.0613107,0.099144897,0,0,-0.042057,0.132776473,1,1,-501.0770162,1,1,1,1,0,0,0,0,0,0,0,2.1,,154.95,160.89
218,0.124372283,2686.583421,80,39.71418405,16.78663226,553.9624679,2.299567813,757.456901,0.21,0.397461269,588,-0.366637,-0.281007,0.061418669,0.043229338,0.160206155,0,-0.0613107,0.098895674,0,0,-0.042057,0.084971585,1,1,-501.0766671,1,1,1,1,0,0,0,0,0,0,0,2.1,,123.52,164.29
219,0.130239824,1518.953627,80,23.88078138,13.78947242,760.5748489,2.637533625,629.6338404,0.21,0.337157593,588,-0.366637,-0.281007,0.062879914,0.044233089,0.138231323,0,-0.0613107,0.078272587,0,0,-0.042057,0.058204512,1,1,-501.0771664,1,1,1,1,0,0,0,0,0,1,0,2.3,,182.66,164.9
220,0.093943815,1406.030633,80,42.61764352,13.24772772,1071.180155,3.804044877,449.5148082,0.21,0.278696288,588,-0.366637,-0.281007,0.071165431,0.042633047,0.160087432,0,-0.0613107,0.074840428,0,0,-0.042057,0.149920614,1,1,-501.077183,1,1,1,1,0,0,0,0,0,0,0,2.2,,182.75,158.98
221,0.130331778,2385.676079,80,40.29727892,16.06490033,423.8003365,2.977974597,511.3664158,0.21,0.572500933,588,-0.366637,-0.281007,0.058151909,0.054763524,0.251544929,0,-0.0613107,0.089581316,0,0,-0.042057,0.100585437,1,1,-501.076989,1,1,1,1,0,0,0,0,0,0,0,2.2,,139.44,158.05
222,0.094670804,2261.353552,80,56.97475423,18.25754982,985.4926128,1.828386773,712.789812,0.21,0.346569174,588,-0.366637,-0.281007,0.058281203,0.047896793,0.221121764,0,-0.0613107,0.067851404,0,0,-0.042057,0.079759598,1,1,-497.3366171,1,1,1,0,1,0,0,0,0,0,0,2.1,,163.78,150.45
223,0.120033514,1721.710146,80,44.25849262,23.63523732,394.3506196,2.513023471,661.7663915,0.21,0.359069797,588,-0.366637,-0.281007,0.047417925,0.038646802,0.202076021,0,-0.0613107,0.088030674,0,0,-0.042057,0.110510742,1,1,-501.0772434,1,1,1,1,0,0,0,0,0,0,0,2.3,,281.91,153.41
224,0.10570998,1497.112366,80,23.09052427,12.86524278,627.4962939,2.839677064,482.0299533,0.21,0.239707954,588,-0.366637,-0.281007,0.050620011,0.054326443,0.097443758,0,-0.0613107,0.088254119,0,0,-0.042057,0.116647477,1,1,,0,run failed: NONMEM run failed,,,,,,,,,,,,,
225,0.163577628,2451.873032,80,22.02475903,25.41632827,815.8677361,2.152808064,654.6649219,0.21,0.375854518,588,-0.366637,-0.281007,0.053315898,0.055754724,0.132671683,0,-0.0613107,0.089814804,0,0,-0.042057,0.102064699,1,1,-501.0770017,1,1,1,1,0,0,0,0,0,2,0,2.2,,246.81,158.66
226,0.166351351,1788.347436,80,36.094764,15.83880963,507.9816372,3.988055062,747.0897627,0.21,0.289946471,588,-0.366637,-0.281007,0.062131239,0.074334619,0.227375342,0,-0.0613107,0.083898018,0,0,-0.042057,0.105905395,1,1,-501.0771611,1,1,1,1,0,0,0,0,0,0,0,2.3,,127.16,161.05
227,0.11082818,995.2219968,80,25.94128589,14.86785641,918.9040169,1.628056115,503.1535598,0.21,0.318480893,588,-0.366637,-0.281007,0.057868153,0.03829879,0.146745231,0,-0.0613107,0.071347119,0,0,-0.042057,0.107272928,1,1,-497.2125142,1,1,1,0,1,0,0,0,0,0,0,2.6,,158.79,157.42
228,0.108497506,1856.892793,80,40.70103416,12.97539989,810.0899366,2.739485833,441.3614276,0.21,0.487606926,588,-0.366637,-0.281007,0.045349184,0.051083675,0.183959926,0,-0.0613107,0.063054159,0,0,-0.042057,0.069109339,1,1,-497.2177647,1,1,1,0,1,0,0,0,0,0,0,2.2,,117.32,156.16
229,0.133954164,1624.796786,80,30.81525385,14.2414176,621.6265033,2.988280399,645.7356774,0.21,0.330377931,588,-0.366637,-0.281007,0.058058561,0.037341723,0.14965613,0,-0.0613107,0.082289689,0,0,-0.042057,0.082015125,1,1,-501.0770773,1,1,1,1,0,0,0,0,0,0,0,2.4,,138.06,155.09
230,0.154585335,1740.788786,80,34.74825163,18.63360255,813.385465,2.829050928,507.8687984,0.21,0.351770777,588,-0.366637,-0.281007,0.049053555,0.044321395,0.138995253,0,-0.0613107,0.113207676,0,0,-0.042057,0.083916082,1,1,-501.0772104,1,1,1,1,0,0,0,0,0,0,0,2.2,,134.19,156.48
