run,ay2,ay3,CLM_pop,CLP_pop,corr_f_m_CLP,corr_f_m_V_2,corr_f_m_V_3,corr_V_2_CLP,corr_V_3_CLP,corr_V_3_V_2,f_m_pop,k_a_pop,omega_CLP,omega_f_m,omega_V_2,omega_V_3,Q_25_pop,Q_34_pop,V_2_pop,V_3_pop,V_4_pop
1711304985_52537,0.668956573811887,0.553410834736699,4.0654097516998,4.13757749830267,-0.797060134025793,-0.85386059560475,-0.922073651744994,0.908193665398785,0.748633032106479,0.862398594078134,-1.56065,-3.75861188696401,0.897976782842507,0.815336342667432,0.962155489753511,0.897090169629442,-0.423991988038075,2.04155467762482,7.29931251086573,7.95339249481927,7.600032568194
1711311280_97028,0.664713614558772,0.554747819347794,6.27787443199473,3.91737570562684,-0.775587832878381,-0.846442449269222,-0.903033141797983,0.92518212602358,0.689789111266415,0.822030961578663,-1.56065,-3.77928211938337,1.08118852578297,0.714880950135203,1.11781635234542,0.777396562285338,-0.491942423809973,4.21190144394193,7.07017631703621,10.1636898346487,9.80180368959624
1711310660_43305,0.667980523676921,0.55330111561304,4.84682058560545,3.99904077428568,-0.67317885903013,-0.805841906229315,-0.921801551156906,0.915613937281315,0.569210072508308,0.750997953436445,-1.56065,-3.72778951689032,0.980494967451208,0.763879875392681,0.995468478584797,0.850785526343635,-0.338716246474512,2.82120001778923,7.13527715093028,8.73671530011824,8.36021343897292
1711286033_17759,0.597282655367452,0.518383931082065,5.95320658121354,4.71541619198397,-0.925436898558813,-0.93857088985832,-0.947963954485772,0.946693738291595,0.922413218567206,0.965275533947708,-1.56065,-2.65814862818251,0.956564616185459,1.17307381598182,1.09146085331698,1.02968055631103,-0.804808232035089,0.0301370452551259,7.74261399024551,10.0112730619765,7.11577822659272
1711285431_02861,0.661180377298115,0.555164768893702,4.39704758301545,3.87132061369647,-0.801817675279787,-0.859013875342828,-0.910398001834742,0.927875820768819,0.745199477011554,0.860227715368435,-1.56065,-3.72654002841061,1.11908210823013,0.745803626304919,1.15207848134892,0.805248799603361,-0.483941252087658,2.29988957333048,7.02572363566571,8.28460575494804,7.92737234767345
1711321665_3958,0.672730470955639,0.558486424466301,5.28354668372008,3.87665838040332,-0.660720792286001,-0.797719350184847,-0.907019946758504,0.916087518663618,0.559765558064811,0.75259849297558,-1.56065,-3.85641059708324,0.983812295756422,0.687660739358211,1.00450485782704,0.772867774337273,-0.496442714779704,3.19949484263925,7.02012920656541,9.17158885815906,8.7972391801418
1711334876_76257,0.671946520480713,0.556901030140229,3.91954773186582,4.03481432906428,-0.702875916993453,-0.794175717764203,-0.901012250311601,0.916847948437141,0.599411362697073,0.754032478314372,-1.56065,-3.8212530280087,0.977213548226923,0.720204812912131,1.02638036112386,0.782546057194479,-0.455615810691227,1.86629046296022,7.17288091569352,7.80660069784294,7.4886429966321
1711286082_09663,0.597719270627926,0.51915816268372,9.02978355811266,4.58591569610038,-0.927164833841139,-0.923172863748359,-0.943960490774532,0.949789989471161,0.936627678419537,0.962140253161477,-1.56065,-2.65615566270847,1.04492115647576,1.1903083020771,1.17528640158153,0.999303101679718,-0.852360101613994,-1352.57678029475,7.64965619691212,13.1136087025373,-60.0584000120357
1711295075_63713,0.676617821047623,0.560935357171701,3.0660100226503,3.62097898885254,-0.797623685358987,-0.875225556874611,-0.906896548622349,0.916985611200918,0.727079441146956,0.865914302257266,-1.56065,-3.94016917595566,1.0204207599518,0.70450364456276,1.0758739607945,0.783014319040786,-0.727095900175166,0.895230830489204,6.77281212279537,6.95580911019475,6.56083862409758
1711301199_07836,0.708040339022852,0.557679125416892,4.20748977283556,3.80063236229012,-0.218779906048373,-0.431225330682288,-0.907533799016968,0.778370319268177,0.231291982996183,0.532435708447273,-1.56065,-3.99939326094667,0.538851521943409,0.698163837010075,0.604365972885549,0.79157276343083,-0.555423019177182,2.12694379440705,6.95550347082528,8.09275748263736,7.74612567130342
1711295105_02037,0.709233106300481,0.560172518862846,4.6572638230853,3.7154606191179,-0.538593795782759,-0.766335208928881,-0.921913471591506,0.740897054627369,0.416586390985296,0.741454442835888,-1.56065,-4.04607405828296,0.512764552421114,0.807396846658393,0.526119359740099,0.886159678085325,-0.618151994226789,2.50516778239262,6.85190964535979,8.54828131136606,8.19750250535662
